review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Limoges,airport,1 reviewsFlorian Chissadon,2016-12-28,I travel from Limoges to and from Paris The terminal is a little bit small but it is very clean There is a not a very long queue time and the staff were very proactive At this airport there is one bar and one restaurant but there are no lounges or dutyfree The boarding area is very small and there is not much seating This is a little but very efficient airport,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Lviv,airport,Ivan Dzhur,2015-01-19,Once again I used Lviv Airport four times in August Very satisfied with facilities and staff who work there Definitely beats many USA airport who have a lot to do in order to improve,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Malta,airport,G Giocondi,2024-05-18,I would like to thank Alessandra at the customer services desk for the phenomenal service and friendliness she has provided me at the airport She is an absolute gem,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Medan,airport,Anthony C Lawman,2012-08-07,I have used Polonia six times in the last four year both international and domestic arrival and departure No problems with taxis overcharging just as for any airport do your research Be affirmative informed and polite,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Medellin,airport,1 reviewsJuan Zapata,2019-03-27,The airport services were very attentive to the plane we arrived at local time when we left the plane the luggage gang was already in operation and the suitcases were in very good condition,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Miami,airport,Stefania Miniucchi,2024-11-11,Arriving at Miami International Airport to return to Rome we had the invaluable assistance at the automatic checkin before the Air Canada desk so I dont think an Air Canada employee helped us so much to understand how we had to make our boarding passes and what to do with our luggage Thanks to him the passage through this airport seemed delightful,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Monastir,airport,G Moran,2010-03-10,We travelled through Monastir Airport and found it to be pretty good for a small airport The queues coming in were fairly smooth and on the way out of the country everything went smoothly as well Facilities are perhaps a little limited but its only a small airport comparatively and at least it was clean,4.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Monastir,airport,Amanda Taylor,2007-08-06,I agree most strongly that passport control is a nightmare I could not believe the length of time it takes to get passengers through and especially when the airport is so hot and lacked air conditioning I have visited this Airport twice now and hope that in future they can implement a more effective way of getting through control The rest of the airport was fine and even homeward bound found it was comfortably set out with refreshments and enjoyed a last encounter of some traditional Tunisian retail shops,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Monastir,airport,Iain Murray,2005-08-29,Impressed by this airport apart from the queue at Passport control It took ages once through to Departures everything was fine Duty Free was reasonable and plenty of places to get a drink or something to eat,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Montpellier,airport,40 reviewsH Rowe,2020-07-30,A small yet very convenient airport in the south of France From the plane to the exit takes no more than min Signaling shopping etc is all fine given the size and role of the airport Its not the most modern airport but everything is well maintained Theres a convenient bus service to the city center,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Murcia San Javier,airport,3 reviewsChristian Dyer,2015-07-04,A pleasant small airport very useful for southern Spain A minus point would be being held in the sun before boarding a plane this is quite unpleasant Announcements are very clear Very good airport,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Muscat Seeb,airport,30 reviewsZiauddin Ahmed,2020-02-27,I visited Oman first time in and used this airport It was then very a small and unorganized airport Now the airport has become huge with many other facilities There is a museum with Omani architectures There are many handicrafts shops with very high prices of commodities There are KFC and McDonalds that offer food at an affordable price There are Muslim prayer room and toilets as well,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Muscat Seeb,airport,A Trang,2020-01-19,I visited Oman first time in and used this airport It was then very a small and unorganized airport Now the airport has become huge with many other facilities There is a museum with Omani architectures There are many handicrafts shops with very high prices of commodities There are KFC and McDonalds that offer food at an affordable price There are Muslim prayer room and toilets as well,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Nanning Wuxu,airport,P Hu,2016-04-28,The airport is very new and modern I have flown through this airport multiple times but this is the first time at the new terminal It is a lot larger than the original terminal There was finally free WiFi and it was pretty fast considering the internet in China It was mainly based off of Shanghai Pudong the airport I was actually flying to and had the identical announcement system that PVG terminal had Although there were a few foreigners including me it felt very open and very welcoming,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Naples,airport,O Assam,2024-07-12,Lives up to its name no signs chaos rude airport staff overflowing rubbish bins of flight delayed and no aircon but great food Unless one wants to fly to Rome and drive not many options to visit Campania and it is worth visiting so just have to roll with it and accept it,2.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Ningbo Lishe,airport,Josef Sonntag,2015-07-09,Modern airport medium in Chinese terms Incoming by bus from runway efficient and fast very simple to get your bearings Outgoing fast very clear information very efficient checkin good facilities About min from city center,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Okinawa Naha,airport,J Brand,2013-09-03,I live here and fly regularly New terminals are open airy and plenty of seating Limited but appropriate shopping Nice caferestaurant selection for a small airport Security swift and courteous,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ostend–Bruges,airport,6 reviewsW Peeters,2017-09-27,A small airport where you can go from the luggage checkin to the gate within minutes There were enough places to sit down and the WiFi is good If you want to eat something before the security there is a restaurant with enough food pricequality top After the security you can also drink or eat something Boarding goes quickly,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ottawa,airport,Julie Pou,2016-04-04,I really like this airport it is small and not complicated It is really clean and they have a small but nice section for kids to play Just wish there were more restaurant for the US side There are usually no delays The airport is a bit far from downtown so a bit expensive in taxi but hey they have Uber and lot of parking space,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Paderborn,airport,Martin Cox,2006-07-04,A first class airport with a good range of facilities There does not seem to be the usual hectic atmosphere of most airports bringing back the pleasure into flying Decent food at non ripoff prices particularly recommend the caferestaurant on the mezzanine floor,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Palm Springs,airport,H Fehr,2008-03-25,PSP is a beautiful airport in the secured area However the checkin to the security point is a long walk for the many retired people that travel through this airport The open air feeling is great in this warm climate The biggest negative is that when there is poor weather and those times are few is the lack of technology for pilots to land During a rain storm and low visibility we were delayed minutes while circling and then continued to Los Angelos then bussed back to Palm Springs,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
