review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
Miami,airport,Stefania Miniucchi,2024-11-11,Arriving at Miami International Airport to return to Rome we had the invaluable assistance at the automatic checkin before the Air Canada desk so I dont think an Air Canada employee helped us so much to understand how we had to make our boarding passes and what to do with our luggage Thanks to him the passage through this airport seemed delightful,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Milwaukee,airport,J Cummings,2011-12-29,One of my favorite airports to make a connection through Ive flown through MKE maybe times or so and never have had to wait in a line to go through security There is also a very nice bookstore decent food options nice play areas for kids and an aviation museum The airport is also fairly stress free for making connections,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Miri,airport,G Carroll,2005-10-14,The new airport in Miri is a blessing to all of us frequent travellers Although it is small it is efficient clean and cool If anything needs to be imroved on is the charges we have to pay for a small cup of coffee or a meal The charges are much too high for a domestic airport,0.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Monastir,airport,Amanda Taylor,2007-08-06,I agree most strongly that passport control is a nightmare I could not believe the length of time it takes to get passengers through and especially when the airport is so hot and lacked air conditioning I have visited this Airport twice now and hope that in future they can implement a more effective way of getting through control The rest of the airport was fine and even homeward bound found it was comfortably set out with refreshments and enjoyed a last encounter of some traditional Tunisian retail shops,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Monastir,airport,Iain Murray,2005-08-29,Impressed by this airport apart from the queue at Passport control It took ages once through to Departures everything was fine Duty Free was reasonable and plenty of places to get a drink or something to eat,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Montgomery Regional,airport,Don Orlando,2015-04-22,Montgomery Regional Airport Dannelly Field has been completely modernized and is one of the most attractive small airports in the US Checkin in close to the curb and security is efficient Food and drink groundside and airside is basic Deplaning is easy and baggage claim is close to the street Parking is reasonably convenient unless you are travelling mid week It can be a longish walk to the terminal,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Montpellier,airport,40 reviewsH Rowe,2020-07-30,A small yet very convenient airport in the south of France From the plane to the exit takes no more than min Signaling shopping etc is all fine given the size and role of the airport Its not the most modern airport but everything is well maintained Theres a convenient bus service to the city center,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Moscow Sheremetyevo,airport,Steve Fisher,2020-03-19,Transfer from international to domestic flight and back last week My flight from London arrived into Terminal D and transferred to Terminal B for the domestic departure Efficient experience overall clear signage but some long walking distances from arrival to the shuttle train Terminal B has a nice interesting design and plenty of seats with chargers Nice selection of lounges for cardholders Overall recommended,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Muscat Seeb,airport,30 reviewsZiauddin Ahmed,2020-02-27,I visited Oman first time in and used this airport It was then very a small and unorganized airport Now the airport has become huge with many other facilities There is a museum with Omani architectures There are many handicrafts shops with very high prices of commodities There are KFC and McDonalds that offer food at an affordable price There are Muslim prayer room and toilets as well,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Muscat Seeb,airport,A Trang,2020-01-19,I visited Oman first time in and used this airport It was then very a small and unorganized airport Now the airport has become huge with many other facilities There is a museum with Omani architectures There are many handicrafts shops with very high prices of commodities There are KFC and McDonalds that offer food at an affordable price There are Muslim prayer room and toilets as well,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Nanning Wuxu,airport,P Hu,2016-04-28,The airport is very new and modern I have flown through this airport multiple times but this is the first time at the new terminal It is a lot larger than the original terminal There was finally free WiFi and it was pretty fast considering the internet in China It was mainly based off of Shanghai Pudong the airport I was actually flying to and had the identical announcement system that PVG terminal had Although there were a few foreigners including me it felt very open and very welcoming,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
New Orleans,airport,E Smith,2023-05-12,Was departing New Orleans two days after jazzfest Had no problems with queueing anywhere Had some time to kill before my flight and sat outside in a cool spot close to where buses depart Spent some time chatting to n airport employee Absolutely delightful polite young man,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Nuremburg,airport,1 reviewsAlexander Cunningham,2023-11-14,A friendly airport if you just want to watch the planes from the viewing area but not passenger friendly poor layout Up a lot of stairs for passport checks when you arrive Had to go through security the past twice on departure the both times they claimed I had passed through a public area after the first check Security patdowns are embarrassingly intimate,6.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Okinawa Naha,airport,J Brand,2013-09-03,I live here and fly regularly New terminals are open airy and plenty of seating Limited but appropriate shopping Nice caferestaurant selection for a small airport Security swift and courteous,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Orlando Sanford,airport,Suzanne Archer,2024-12-03,I would like to share a positive experience I had with airport staff on December I came back from a weeklong trip to find that my car battery had completely died We called AAA but it was a long wait time due to the holiday weekend A very nice gentleman in an airport pickup stopped by to check on us and offered to jump start the car He was respectful and courteous and saved us quite a bit of wait time We will forever be grateful for his kindness and professionalism,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ottawa,airport,1 reviewsStevan Beara,2019-08-26,Ottawa is my home airport and given the population that it serves its very convenient It is not very large so it may not have some of the amenities larger airports will have showers multiple lounges etc but its fast clean and provides an acceptable amount of food choices Whenever possible I like to clear customs in this airport vs doing so in Toronto or Montreal,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Ottawa,airport,Julie Pou,2016-04-04,I really like this airport it is small and not complicated It is really clean and they have a small but nice section for kids to play Just wish there were more restaurant for the US side There are usually no delays The airport is a bit far from downtown so a bit expensive in taxi but hey they have Uber and lot of parking space,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Palm Springs,airport,John Oram,2007-07-10,I arrived at PSP from SFO I have used the airport from time to time in the past It is quite capable of coping with its traffic but has experienced one major improvement whereby hired cars can now be collected on site This is very welcome especially when the heat is high,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Paro,airport,3 reviewsTeayaung Kim,2016-02-09,Paro International Airport is located meter above sea level so flights can only fly in the morning I took a Druk Air flight from Bangkok and the other time I took a flight from Kathmandu I prefer flying from Kathmandu because I could see Himalayan Mountains if the weather permits Paro Airport has very basic amenities because they have two carriers flying in and out It replicated Bhutanese traditional architecture and it looked very beautiful as I was walking into the airport,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
