review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Rimini,airport,H Anderson,2009-11-23,I fly into Rimini Airport at least  times a year to visit family It is a small airport and the restaurant and shops are expensive I love this airport You cant get lost and the best bit is you can go outside on a very large balcony and watch the planes land take off etc Also great if you smoke You are allowed to smoke only outside I would recommend this airport it is still small and friendly,positive,,2.0,,,1.0,,1.0,,,1.0,1.0,,,,0.0,,,,1.0,,0.0,,,
Accra Kotoka,airport,13 reviewsAlain Kupferman,2017-01-30,Old airport but reconstruction going on Very efficient immigration on the way in with separate lane for business class Fast delivery of luggage as well took me less than  minutes to be out of the airport Departure wise a little bit slower but acceptable friendly immigration and security people very basic business lounge Departure procedure efficient despite lack of discipline of Chinese passengers always trying to jump queues,positive,,1.0,,1.0,,,0.0,,0.0,,5.0,2.0,1.0,,0.0,0.0,0.0,,,,,,1.0,0.5
Easyfly,airline,2 reviewsDiego Florez,2016-03-27,Matecaa to Enrique Olaya Herrera Medellin with Easyfly The flight was a little delayed but not too much They have a nice staff the flight was very quiet and comfortable They bring a little catering but the flight just takes  minutes so its a really nice detail the plane was clean the price is very atractive I have the best opinion about this airline,positive,1.0,,1.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,,3.0,0.0,0.0,,-2.0,2.0,,1.5,,,
Naples Municipal,airport,Johannes Schunter,2012-10-09,The airport has a quick checkin counter right outside where you arrive with the taxi This led to a checkin time for our Delta flight including one checked in luggage of just  minutes after I got out of the taxi Security was fast too never experienced such a comfortable on boarding on any flight,positive,,,,1.0,,,,,0.0,,4.0,1.0,,3.0,1.0,0.0,,0.5,1.0,,0.5,,2.0,0.5
Baku,airport,Mohamed Roshan Arakkal,2018-09-17,Free WiFi cleanliness and planning are good Queue for security and immigration took around  minutes Should deploy more staff for this purposes Restaurants after check in are less and with no good choice,positive,1.0,2.0,1.0,,,0.0,0.5,0.0,,,2.0,2.0,2.0,,0.5,0.5,0.5,,1.0,,0.0,,1.0,0.5
Kiev Zhulyany,airport,Linke Klaus-Dieter,2013-06-10,Since Zhulyany Airport had opened the new Terminal I have flown  times from there Everything was nice clean and efficient and friendly service I really can recommend this airport to be used for a visit in Kiev,positive,,1.0,1.0,,,,0.0,1.5,,,3.0,,,,2.0,,,,,,,,,
Airlink,airline,Frank Rispin,2024-04-29,Nice flight on time Smooth check in Nice cafe after formalities at Windhoek Only minor complaint is that email ticket confirmation says you must print out that document which is  or  pages so I did for  people These  pages were NOT required at Windhoek check in,positive,,1.0,,,,,0.5,,,,1.0,,1.0,2.0,0.5,,0.5,0.5,,1.0,,0.0,,
Valencia,airport,40 reviewsR Kersin,2024-02-26,A moderate sized airport with fast security processing times decent dutyfree shopping and enough seats with a power socket Signaling isnt the clearest however as the airport was build in  steps Half of the gates are bus boarding only It has a convenient metro connection to the city center Wifi was quite good and staff friendly and helpful,positive,1.0,3.0,,3.0,,1.5,1.0,,0.0,,5.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,,0.0,,2.0,0.0
Westchester County,airport,Henry Osserman,2006-03-09,Great restaurant upstairs that serves main course meals and happy to work in your time frame for your flight Modern building and brilliant to depart and arrive from if you live anywhere nearby Just make sure you check the kind of aircraft being used for your flight If you do NOT want to be on a small regional or propeller plane your choices are limited Nothing better than arriving at HPN and getting home locally in under  minutes,positive,,1.0,,,,,0.0,,,,1.0,,,1.0,0.5,,,0.5,1.0,,0.0,,,
Yangon Airways,airline,25 reviewsMark Ellwood,2017-09-26,Bagan to Heho Very short flight again another ATR aircraft as a nervous passenger I was not looking forward to the flight but it was great Seating was  no seat numbers given as only a few passengers on this flight No Inflight snack but coffee or cold drinks were supplied All in all a good flight and would travel again,positive,,2.0,,,,,0.0,,,,,,,2.0,,,,0.0,1.0,,0.0,,,
Pittsburgh,airport,Sharon Walker,2021-10-20,I have flown from Charlotte NC to Pittsburgh many times in the past  yrs Today I lost my wallet I was very fortunate to be called informing me someone had turned in my wallet They kindly sent an employee up to gate B to return it to me just minutes before my flight took off That is excellent customer service and I will be forever grateful for their kindness I will never forget this Thanks for such a wonderful and caring staff You guys rock,positive,2.0,1.0,,1.0,,1.0,0.0,,0.0,,2.0,1.0,,1.0,0.0,1.5,,1.0,,1.0,,0.0,,
Honolulu,airport,Steve Craig,2023-02-24,This airport is old inefficiently designed lacking courteous employees more interested in chatting with each other Waited in a line  ft long OUTSIDE I know Hawaii is nice but that tells you that the line was long prior to getting inside the terminal to go through security They are just lucky that people tolerate this in order to be in Hawaii I would have given less than a  if the guy at Starbucks wasnt so great,positive,1.0,1.0,,,,0.0,0.0,,,,3.0,1.0,,,0.0,0.0,,,1.0,,0.0,,1.0,0.0
Volotea,airline,Frantz Hy,2025-04-06,The schedules are well respected and the staff is excellent Boarding and disembarkation are quick The plane is clean and the information is clear  Les horaires sont bien respects et le personnel est parfait Lembarquement se fait rapidement ainsi que le dbarquement Lavion est propre et les informations sont claires,positive,2.0,,1.0,,,1.0,,0.5,,,2.0,,,1.0,2.5,,,1.0,,,,,1.0,1.0
Saskatoon,airport,James Burke,2010-10-30,Small clean airport Close to the city centre If one arrives for a later flight in the evening arrive with a full stomach as nothing is open after  It is an efficient small airport with quick security The TV is still on at full volume in the departure area,positive,,1.0,1.0,,,,0.0,0.5,,,2.0,,,1.0,0.0,,,0.0,,,,,1.0,0.0
Brasilia,airport,John Ryan,2008-03-25,This is a nice airport people are friendly check in efficient It is a clean airport and it has a nice building with plants and water fonts Brasilia is a modern City and it is airport is like the city just fantastic,positive,,,1.0,,,,,1.5,,,1.0,,,,1.5,,,,,,,,,
Ottawa,airport,1 reviewsM James,2017-08-27,Small simple and clean everything you want in an airport Love coming home to this beautiful airport Pros  extremely clean  efficient great signage  short wait times  never any traffic to and from and never any plane traffic Cons  no lounges  not a lot of shopping very limited food choices  things close early  a bit far outside city centre  parking can be pricey,positive,,3.0,1.0,1.0,1.0,,0.0,1.5,0.0,0.0,3.0,,1.0,,1.0,,0.0,,,,,,,
Air KBZ,airline,B Lan,2020-03-01,Yangon to Nyaung My wife and me flew three routes with Air KBZ over our holiday in Myanmar and we got outstanding service every time The cabin crew all have excellent presentation and are very courteous and attentive We had a cold snack tea and coffee all of which were very tasty on all flights Its unusual to be given cream cakes at  am but they were very nice All aircraft used were very clean and in good condition and all flights departed and arrived exactly on time Air KBZ is way better than we expected,positive,1.0,1.0,1.0,,,2.0,0.0,1.5,,,1.0,,,2.0,2.0,,,2.0,,,,,,
TUI Airways,airline,Lynn St Louis,2024-06-16,Had a wonderful flight There was a female black flight attendant who looked after my pregnant daughter and I very well She went into depth about flight safety and when we arrived at our destination gave advice on how to manage the hot weather  She was pleasant and friendly to everyone,positive,,,,,,,,,,,,1.0,,1.0,,0.0,,1.0,,,,,1.0,0.0
Berjaya Air,airline,Lorenzo Pasquini,2009-09-23,Subang Airport to Redang The plane was a De Havilland Dash old but in good conditions The flight has been pleasant and crew did the best to offer us a pleasant flight  water towels and a little snack The check in area in Subang and the all airport are very nice and clean the service has been very good They will replace their old planes soon with new ATR,positive,1.0,2.0,1.0,,,1.5,0.5,1.5,,,,,,2.0,,,,2.5,,,,,,
Caribbean Airlines,airline,S Mahoney,2024-03-12,Wonderful crew on this very short flight The aircraft comfort better than the ATR which is the main BW commuter No service on this  minute hop but all in all great value and on time,positive,1.0,,,1.0,1.0,1.0,,,0.0,0.0,1.0,,,3.0,0.0,,,2.0,,,,,,
Air KBZ,airline,B Lan,2020-03-01,Yangon to Nyaung My wife and me flew three routes with Air KBZ over our holiday in Myanmar and we got outstanding service every time The cabin crew all have excellent presentation and are very courteous and attentive We had a cold snack tea and coffee all of which were very tasty on all flights Its unusual to be given cream cakes at  am but they were very nice All aircraft used were very clean and in good condition and all flights departed and arrived exactly on time Air KBZ is way better than we expected,positive,1.0,1.0,1.0,,,2.0,0.0,1.5,,,1.0,,,2.0,2.0,,,2.0,,,,,,
InterSky,airline,-,2008-03-02,FDHTHF Friendly staff clean aircraft with comfortable leather seats Orders for drinks and snacks taken and served individualy Prices on their inflight menu are OK Landing in Berlins Tempelhof airport is a fantastic experience Too bad the airport is due to be closed soon Even with bags to claim aircraft to subway station took less than  Minutes Beat that,positive,1.0,1.0,1.0,1.0,1.0,1.5,0.0,1.5,0.0,0.0,,,,4.0,,,,1.0,1.0,,1.5,,,
Uzbekistan Airways,airline,45 reviewsJ Lupu,2023-09-18,Checkin prolonged because their system was not updated concerning visa regulations Boarding efficient with bus transfer Cabin crew  nice ladies with friendly approach Free drinks were served There was free wiif onboard Flight was on time Entertainment without headsets,positive,1.0,,,2.0,,1.0,,,2.0,,4.0,,,3.0,2.0,,,1.5,,,,,1.0,0.5
TAM Airlines,airline,Stefan Horne,2016-04-04,Frankfurt to Sao Paulo with TAM Airlines Service was attentive friendly and acceptable for economy class Food is as good or less good as with other airlines Seat is standard and what you get for economy The IFE is rather slow and not as quickly responding as for example in the  of LAN Overall a good and pricewise interesting way to travel to South America Luggage was damaged upon return at FRA but ground staff not interested in being friendly or understanding,positive,1.0,1.0,,,1.0,0.5,1.0,,,0.0,3.0,1.0,,1.0,-0.5,0.0,,0.5,1.0,,0.0,,,
Dragonair,airline,1 reviewsS Lee,2016-09-07,Hong Kong to Beijing with Cathay Dragon My seat was at the middle of the aircraft  One meal was served and the total flight time was about  hours The meal service was good  The crew were friendly and nice Nevertheless the inflight entertainment system was not quite updated and the legroom of the economy class seat was not quite enough The area of the restrooms could also be improved In total it was enjoyable flight,positive,1.0,2.0,,,,1.5,0.0,,,,1.0,,,4.0,0.0,,,1.5,2.0,,0.0,,,
Cairo,airport,E Marsani,2024-09-02,Went through Cairo airport during my recent trip arriving from Emirates and leaving to the UK both in terminal  Despite the long queues in departure being a bit of a hassle the coordinators were incredibly helpful They did their best to address any issues and kept things moving as smoothly as possible The terminal itself is pretty modern and clean the lounge is amazing and while it could use a few more amenities i would say it was an overall satisfying experience a solid  out of,positive,,2.0,1.0,,,,1.5,1.5,,,1.0,2.0,1.0,,0.0,0.0,1.5,,,,,,,
Porter Airlines,airline,Harry Aronowicz,2024-12-23,Pleasant and easy check in Perfectly organized boarding Clean and new aircraft Spacious seat distance however seat width not as wide as other carrier on this route Pleasant crew Very good food which however was served a bit late At arrival fast border control and bag arrived rather soon  however priority sticker did not give the bag priority delivery,positive,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,0.0,,2.0,,,3.0,1.0,,,2.5,,,,,2.0,1.0
