review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Sichuan Airlines,airline,Dominik Gerhart,2020-02-04,We booked the flight because it was rather cheap on ctrip hours before departure my wife got a message that my flight from Changsha to Chengdu was cancelled and we should call the airline company Due to Chinese New Year and the Coronavirus it was pretty hard to contact anybody so we decided to take the car to the airport At the airport the ticket desk was unable to change my ticket Sichuan Airlines was unable to change my ticket so we had to call ctrip After nearly hours we got the schedule change and I was able to get an earlier flight Would have wished the airlines had offered me the schedule change by themselves Service on the flight ChangshaChengdu was nonexistent I am not sure if that was due to turbulence or to the virus but it was just a twohours flight and I had brought some food of my own In Chengdu I had to get my luggage and wait for hours to check it in again fortunately there is a good lounge for transit passengers at Chengdu Airport At pm the Sichuan Airlines counters got really busy as there were many flights departing It was really crowded but service was quite quick I was pretty surprised when the flight to Rome got cancelled maybe due to personnel shortage because of the virus My gutfeeling says the flights to Prague and to Rome were pretty empty so they cancelled one flight Passangers to Italy got rebooked to our flight and even that one was not full Seats were a bit narrow and my earphones did not work but I was so tired takeoff at am that I did not need any inflight entertainment Luckily there was no foodservice at the start so passangers were able to sleep The flightattendants handed out bottled water and snacks when I awoke I found snacks and water on the vacant seat next to me Very thoughtful hours before landing they served breakfast It was not a lot we did not even get trays It was Chinese food and I liked it but for Europeans who cannot eat spicy food the choice was not good I am used to spicy food but even I considered the breakfast to be quite spicy No drinks were offered for breakfast Luckily I always try to get a seat near the galley so I could get hot water during the flight for my tea Allinall Sichuan Airlines was quite cheap the aircraft semiclean and inflightentertainment choices were okay If you are not too tall and do not need to many amenities I can recommend this airline Worst flight I ever had to China but still reasonably comfortable,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Cusco,airport,C Goodman,2016-04-05,Cusco Airport is another wonderfully crowded and poorly designed airfield in Peru ie Lima Chiclayo Byzantine brutalist concrete architecture aside this airport is by far the worst designed for providing any kind of logical flow for a singlerunway airport serving a large metropolitan area It would seem that nobody in government has looked at what can be done with the cramped space and volume of passengers to try and make a more hospitable clean and userfriendly facility Unfortunately this airport will remain the sole thoroughfare for all international Machu Picchu travelers for the foreseeable future Maybe Peru can step up to the plate and make some major changes to this facility and take a field trip to Quito and check out their new airport which is very nice,2.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Bismarck,airport,Bret Hammell,2015-07-09,A small but full service airport Doesnt have some of the amenities of larger airports but you would not expect them Clean Great service Short wait times Highly recommended,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Thai Smile Airways,airline,1 reviewsC Wanapon,2023-10-21,Great service safety standard met Comfy seat and nice snacks The staffs in all aspects are very kind and very helpful Sad it will merge with Thai Airways,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Centrair Nagoya,airport,19 reviewsDoug Dumpa,2018-09-29,The check in was smooth Signs in English are sufficient to direct the passengers The ambiance is great and its facilities are enough to give comfort to its passengers,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Corsica,airline,L Kayne,2018-09-17,Stansted to Ajaccio Excellent all round On time drink and a snack served no hassle to board or have onboard bags Seats were comfy for a hour flight fare reasonable Would recommend,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Copenhagen,airport,Yu-Hsiu Chang,2023-10-28,It is easily accessible from the city center by metro within minutes It is clean and modern Employees are friendly and helpful Signposts are clear Goods are bountiful,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
TransAsia Airways,airline,M Wharfe,2010-12-04,Taipei Hualein TaiChung Both flights by ATR cabin was clean and comfortable Very friendly crew Drinks service on both flights,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
WOW air,airline,Jayshree Angepat,2019-03-30,I loved the flight and service the crew was very helpful and friendly Found the seats comfy and because of the low fares we booked make this trip to Iceland Thank you WOW airWe will miss you,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Corfu,airport,A Marston,2023-08-08,Impressed with this airport Quick and easy process for arrival and departure Yes we had to queue for passport control but they got through the lines reasonable quick The luggage had still not hit the belts so we would have queued anyway On departure the line again for both check in and passport control was quick The food courts were excellent and great choice at very reasonable prices for sw What I was more impressed weee the cleanliness of the toilets Having had the worst experience through Heraklion this was a complete surprise Well done Corfu Very clean and modern,10.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Recife,airport,R Leitner,2010-06-06,Very good array of shops ahead of security Very modern very clean Far nicer than the other airports that Ive encountered in Brazil,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Koryo,airline,25 reviewsAlain Kupferman,2019-05-19,Beijing to Pyongyang Comparing an intraEuropean flight of hours and this flight practically no differences clean aircraft nice stewardesses punctual simple food good and attentive service a normal standard,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Montenegro,airline,Georgios Vrontos,2024-03-26,Clean airplane departed on time Crew were professional and friendly Good announcement from the pilot Offered a cookie and a bottle of water No in flight magazine,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ankara,airport,Fatma Guler,2022-11-25,Its not crowded Its very new and clean airport Sign and directions are easy to follow Before my departure time I really enjoy spending time Ankara airport Esenboga,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Vnukovo,airport,Adam Wilson,2006-06-25,Having travelled to and from Vnukovo twice both times flying on German Wings from Berlin it is an infinitely better introduction to Moscow than Sheremetyevo Immigration on the way in was as foreigner friendly as anywhere else in Russia huge lines officious officers scrutinising every last page of your passport and visa but everything else is great The new international terminal is very modern lots of glass On departure Germanwings flights depart from a gate area in the depths of the basement or so it seems but facilities including duty free and food are good if expensive by Russian standards There is a branch of SberBank in arrivals but the rates are awful so try not to change too much here just enough to get into the city centre As for travel to Moscow the best bet is the shared taxi transit van to Yugo Zapadnaya metro and then take the metro These services leave from just outside the domestic terminal right next to the international one,0.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
